id,imdb_id,title,release_date,vote_average,vote_count
10197,tt0875034,Nine,2009-12-03,5.1,169.0
118293,tt1655413,The Suicide Shop,2012-09-26,6.2,169.0
5072,tt0464196,Severance,2006-05-19,6.4,169.0
9912,tt0412080,The World's Fastest Indian,2005-10-12,7.3,168.0
11966,tt0096101,Short Circuit 2,1988-07-06,5.5,168.0
50671,tt1334102,The Resident,2011-02-10,5.3,168.0
9445,tt0118636,Apt Pupil,1998-10-23,6.2,168.0
11374,tt0131369,Edtv,1999-03-26,5.7,168.0
377263,tt5029608,Frantz,2016-09-07,7.5,168.0
13785,tt0218839,Best in Show,2000-09-19,6.7,168.0
10012,tt0257516,Cursed,2005-02-25,5.1,168.0
1254,tt0485241,"Don't Worry, I'm Fine",2006-09-06,7.3,168.0
11176,tt0079588,The Muppet Movie,1979-05-31,7.0,168.0
261,tt0051459,Cat on a Hot Tin Roof,1958-02-17,7.6,168.0
346808,tt3181776,Momentum,2015-08-01,5.9,168.0
22074,tt1232207,Capitalism: A Love Story,2009-09-06,7.0,168.0
9560,tt0114887,A Walk in the Clouds,1995-08-11,6.5,168.0
306745,tt1658801,Freeheld,2015-10-02,7.1,168.0
13989,tt0813980,24: Redemption,2008-11-23,7.1,168.0
248705,tt2441982,The Visitors: Bastille Day,2016-03-23,4.0,167.0
12919,tt0092718,Can't Buy Me Love,1987-08-14,6.7,167.0
2779,tt0256524,The Curse of the Jade Scorpion,2001-08-05,6.5,167.0
17295,tt0058946,The Battle of Algiers,1966-09-08,7.8,167.0
8088,tt0913425,Broken Embraces,2009-03-01,7.1,167.0
16366,tt0264734,Joseph: King of Dreams,2000-11-07,6.4,167.0
287084,tt2561546,The Town that Dreaded Sundown,2014-10-16,5.7,167.0
56909,tt1630637,The Immature,2011-01-21,6.0,167.0
27585,tt0935075,Rabbit Hole,2010-12-16,6.8,167.0
12526,tt0470705,Bug,2006-05-19,6.0,167.0
126277,tt1959332,American Mary,2012-05-31,5.8,167.0
276844,tt2785032,The Little Death,2014-06-13,6.5,167.0
14813,tt0085936,Mickey's Christmas Carol,1983-10-19,7.6,167.0
283704,tt3152602,Leopardi,2014-10-16,6.6,167.0
11302,tt0066808,Bananas,1971-04-28,6.7,167.0
51209,tt1416801,Kill the Irishman,2011-03-10,6.7,166.0
308084,tt3824458,Tangerine,2015-07-10,6.9,166.0
60672,tt0337103,Crimson Rivers II: Angels of the Apocalypse,2004-02-18,6.0,166.0
11568,tt0118747,Blues Brothers 2000,1998-02-05,5.2,166.0
253235,tt2465146,And So It Goes,2014-07-20,5.7,166.0
143,tt0020629,All Quiet on the Western Front,1930-04-29,7.5,166.0
4174,tt0038109,Spellbound,1945-12-28,7.3,166.0
62837,tt1564349,Dolphin Tale,2011-09-23,6.6,166.0
8832,tt1023490,Il Divo,2008-05-23,7.5,166.0
59468,tt1441912,The Way,2010-09-10,7.2,166.0
8965,tt0344864,Atlantis: Milo's Return,2003-02-25,5.4,166.0
9638,tt0079714,Phantasm,1979-03-28,6.5,166.0
196024,tt2438644,The Keeper of Lost Causes,2013-10-03,7.0,166.0
309299,tt3726704,Experimenter,2015-10-16,6.8,166.0
8975,tt0419946,The Marine,2006-10-13,5.0,165.0
12122,tt0114852,Village of the Damned,1995-04-28,5.6,165.0
12246,tt0416044,Mongol: The Rise of Genghis Khan,2007-09-20,6.5,165.0
348892,tt3863552,Bajrangi Bhaijaan,2015-07-17,7.7,165.0
14976,tt1084950,Rachel Getting Married,2008-10-03,6.1,165.0
11004,tt0185014,Wonder Boys,2000-02-22,6.9,165.0
300693,tt3859076,Truth,2015-09-12,6.5,165.0
43552,tt1452628,Vanishing on 7th Street,2010-09-11,4.8,165.0
13939,tt0071402,Death Wish,1974-07-24,7.0,165.0
334538,tt2625810,Into the Forest,2016-06-03,5.6,165.0
662,tt0056119,La Jetée,1962-02-16,7.9,165.0
1947,tt0350261,An Unfinished Life,2005-09-09,6.7,165.0
13008,tt0802948,An American Crime,2007-07-27,7.3,165.0
9086,tt0100994,Young Guns II,1990-08-01,6.3,165.0
79108,tt1756750,Starbuck,2011-01-01,6.8,165.0
9299,tt0117883,Thesis,1996-04-11,7.2,165.0
339,tt0102536,Night on Earth,1991-10-03,7.5,165.0
9683,tt0258470,Bubble Boy,2001-08-24,5.1,165.0
8736,tt0456123,Dikkenek,2006-06-21,6.8,165.0
9687,tt0444653,Keeping Mum,2005-12-02,6.5,165.0
11298,tt0082533,The Howling,1981-04-03,6.4,165.0
127867,tt1935902,The Brass Teapot,2012-09-08,5.8,165.0
334517,tt3922798,The Siege of Jadotville,2016-09-19,7.3,165.0
152795,tt1821641,The Congress,2013-05-16,6.4,165.0
9750,tt0424823,Balls of Fury,2007-08-29,5.0,164.0
65851,tt1753968,Jackass 3.5,2011-08-03,6.0,164.0
195590,tt2126235,Collide,2016-08-04,5.5,164.0
267806,tt3704538,V/H/S: Viral,2014-10-23,4.5,164.0
11713,tt0068767,Fist of Fury,1972-03-22,7.4,164.0
11008,tt0110443,Major Payne,1995-03-24,6.1,164.0
60281,tt1595656,To the Wonder,2013-02-22,5.9,164.0
167581,tt2617828,Free Fall,2013-05-27,7.3,164.0
10723,tt0115783,Bulletproof,1996-09-06,5.4,164.0
15301,tt0086491,Twilight Zone: The Movie,1983-06-24,6.2,164.0
9960,tt0057261,Lord of the Flies,1963-08-13,6.6,164.0
9093,tt0240510,The Four Feathers,2002-09-08,6.5,164.0
112200,tt1932718,Thanks for Sharing,2012-09-07,5.7,164.0
63207,tt1634121,Intruders,2011-09-12,5.2,164.0
79120,tt1714210,Weekend,2011-09-22,7.5,164.0
9266,tt0300532,Blue Crush,2002-08-08,5.6,164.0
11257,tt0091867,A Room with a View,1985-12-13,6.9,164.0
13667,tt0088794,Better Off Dead...,1985-10-11,6.8,164.0
84184,tt1405365,Celeste & Jesse Forever,2012-08-03,6.4,164.0
13476,tt0335559,Win a Date with Tad Hamilton!,2004-01-23,5.5,163.0
649,tt0061395,Belle de Jour,1967-05-24,7.3,163.0
16007,tt0758742,Death Note,2006-06-17,6.8,163.0
9271,tt0114857,Virtuosity,1995-08-04,5.4,163.0
85739,tt1893195,A.C.A.B.: All Cops Are Bastards,2012-01-27,6.7,163.0
17360,tt0083284,Escape to Victory,1981-06-17,6.7,163.0
9405,tt0119013,Double Team,1997-04-04,4.4,163.0
1628,tt0055032,Jules and Jim,1962-01-23,7.6,163.0
220,tt0048028,East of Eden,1955-03-09,7.5,163.0
13067,tt0419843,In the Land of Women,2007-04-16,5.8,163.0
27583,tt1234654,Greenberg,2010-03-26,6.0,163.0
14410,tt0472198,Notorious,2009-01-16,6.6,163.0
347201,tt4618398,Boruto: Naruto the Movie,2015-08-07,7.7,162.0
13320,tt0050419,Funny Face,1957-02-13,7.0,162.0
2061,tt0117407,Pusher,1996-08-30,6.8,162.0
304372,tt3862750,The Perfect Guy,2015-09-11,5.6,162.0
10070,tt0426459,Feast,2005-10-14,6.1,162.0
14292,tt0349825,Miracle,2004-02-06,7.0,162.0
329981,tt2582500,Shut In,2016-11-11,4.8,162.0
190469,tt2275946,Redirected,2014-01-10,5.7,162.0
205588,tt1995390,Our Kind of Traitor,2016-05-05,6.0,162.0
390051,tt4581576,Aftermath,2017-04-06,5.8,162.0
11393,tt0087781,The Natural,1984-05-11,7.0,162.0
13474,tt0804516,P2,2007-11-09,5.7,162.0
14859,tt0435679,Keith,2008-09-13,7.0,162.0
12143,tt0103759,Bad Lieutenant,1992-09-16,6.9,162.0
573,tt0068611,Frenzy,1972-05-25,7.2,162.0
74461,tt1545660,Knights of Badassdom,2013-01-21,5.5,162.0
12146,tt0338188,The Missing,2003-11-26,6.1,162.0
21385,tt0371823,"Mickey, Donald, Goofy: The Three Musketeers",2004-08-04,6.3,162.0
257345,tt1878841,The Darkness,2016-05-13,4.5,162.0
287590,tt2231489,Saint Seiya: Legend of Sanctuary,2014-06-21,5.0,162.0
250235,tt3237406,Tutta colpa di Freud,2014-01-23,6.5,162.0
10032,tt0480271,Van Wilder 2: The Rise of Taj,2006-12-01,5.1,162.0
821,tt0055031,Judgment at Nuremberg,1961-12-01,7.6,161.0
9644,tt0107659,National Lampoon's Loaded Weapon 1,1993-02-04,5.7,161.0
152780,tt2404461,The Past,2013-05-17,7.1,161.0
10727,tt0282209,Darkness Falls,2003-01-24,4.9,161.0
393729,tt4730986,Divines,2016-08-31,8.1,161.0
58547,tt1715873,10 Years,2011-09-12,5.7,161.0
11908,tt0422401,Hatchet,2006-04-27,5.7,161.0
10216,tt0120841,Species II,1998-04-10,4.5,161.0
402298,tt4645330,Denial,2016-09-30,6.5,161.0
17130,tt0275022,Crossroads,2002-02-15,4.7,161.0
11891,tt0240468,Kung Pow: Enter the Fist,2002-01-25,6.0,161.0
4967,tt0171433,Keeping the Faith,2000-04-14,5.9,161.0
16296,tt0095444,Killer Klowns from Outer Space,1988-05-27,5.8,161.0
13198,tt0477139,Wristcutters: A Love Story,2006-01-24,6.7,161.0
8197,tt0119668,Midnight in the Garden of Good and Evil,1997-11-21,6.3,161.0
356298,tt4972062,Don't Think Twice,2016-07-22,6.4,161.0
350312,tt4849438,Baahubali 2: The Conclusion,2017-04-27,6.7,161.0
11286,tt0082136,The Cannonball Run,1981-06-19,6.2,161.0
9611,tt0120032,Romy and Michele's High School Reunion,1997-04-25,6.0,160.0
316154,tt4334266,The Bad Batch,2017-06-23,5.3,160.0
1075,tt0118843,"Black Cat, White Cat",1998-06-01,7.7,160.0
10794,tt0063415,The Party,1968-04-04,7.3,160.0
11569,tt0104409,Hellraiser III: Hell on Earth,1992-09-11,5.3,160.0
400136,tt5776208,Resident Evil: Vendetta,2017-05-27,6.6,160.0
81390,tt1422136,A Lonely Place to Die,2011-04-09,6.2,160.0
289222,tt1730768,The Zookeeper's Wife,2017-03-31,7.1,160.0
10176,tt0089869,The Quiet Earth,1985-09-08,6.7,160.0
11478,tt0192614,The Skulls,2000-03-31,5.7,160.0
375798,tt5029602,Brice 3,2016-10-19,4.3,160.0
250766,tt2382298,Life Itself,2014-07-04,7.7,160.0
250066,tt2923316,American Heist,2014-09-11,4.3,160.0
173,tt0046672,"20,000 Leagues Under the Sea",1954-12-23,6.9,160.0
317952,tt4126304,Cartel Land,2015-07-03,7.4,160.0
14326,tt0956038,Nights in Rodanthe,2008-09-26,5.9,160.0
7300,tt0117247,One Fine Day,1996-12-20,6.1,160.0
94365,tt1883367,The Human Centipede 3 (Final Sequence),2015-05-22,3.7,159.0
37265,tt0104014,All Ladies Do It,1992-02-21,3.8,159.0
10564,tt0198021,Where the Heart Is,2000-04-27,6.9,159.0
2099,tt0091828,Raw Deal,1986-06-06,5.5,159.0
11787,tt0042546,Harvey,1950-10-13,7.7,159.0
314385,tt3707106,By the Sea,2015-11-12,5.4,159.0
780,tt0019254,The Passion of Joan of Arc,1928-04-21,8.2,159.0
11208,tt0324554,Wicker Park,2004-09-03,6.7,159.0
11033,tt0080661,Dressed to Kill,1980-06-25,6.8,159.0
12837,tt0416212,The Secret Life of Bees,2008-09-17,7.4,159.0
355008,tt4181052,Special Correspondents,2016-04-22,5.6,159.0
10344,tt0097368,The Fly II,1989-02-10,5.2,159.0
1833,tt0294870,Rent,2005-11-23,6.7,159.0
301608,tt3733774,The Trust,2016-04-29,4.8,159.0
268531,tt2091256,Captain Underpants: The First Epic Movie,2017-06-01,6.5,159.0
228973,tt2944198,Backcountry,2015-03-20,5.8,159.0
10186,tt1031969,The Rocker,2008-08-20,5.6,159.0
11837,tt0078480,Watership Down,1978-10-14,7.3,159.0
11849,tt0190374,Dungeons & Dragons,2000-12-08,3.9,159.0
22855,tt1398941,Superman/Batman: Public Enemies,2009-09-29,6.7,158.0
293767,tt2513074,Billy Lynn's Long Halftime Walk,2016-11-10,5.9,158.0
239566,tt2473602,Get on Up,2014-08-01,6.4,158.0
253450,tt3508840,The Assassin,2015-08-27,6.6,158.0
406385,tt5897288,Smetto quando voglio: Masterclass,2017-02-02,7.4,158.0
9304,tt0117108,Multiplicity,1996-07-19,5.5,158.0
152426,tt0112040,The Langoliers,1995-05-14,6.0,158.0
2009,tt1032846,"4 Months, 3 Weeks and 2 Days",2007-08-24,7.4,158.0
9991,tt0291341,Mean Machine,2001-12-26,6.1,158.0
324807,tt2056771,A Bigger Splash,2015-11-26,6.0,158.0
271185,tt2505294,Ask Me Anything,2014-04-19,5.5,158.0
375315,tt5186714,The Salesman,2016-06-24,7.1,158.0
11178,tt0293715,My Sassy Girl,2001-07-27,7.3,158.0
16258,tt1234541,The Butterfly Effect 3: Revelations,2009-01-09,5.1,158.0
10362,tt1103275,Two Lovers,2008-11-19,6.6,157.0
4415,tt0119683,Les Misérables,1998-05-01,7.1,157.0
9592,tt0470055,Open Water 2: Adrift,2006-07-10,5.2,157.0
10543,tt0116287,Fear,1996-04-12,6.1,157.0
38251,tt0102426,Mediterraneo,1991-01-31,7.4,157.0
57876,tt1519461,Area 51,2015-05-15,4.3,157.0
8989,tt0093148,Harry and the Hendersons,1987-06-05,5.6,157.0
11335,tt0081353,Popeye,1980-12-12,5.3,157.0
301728,tt3327624,Infini,2015-05-08,5.1,157.0
2791,tt0407658,The Chronicles of Riddick: Dark Fury,2004-06-15,5.9,157.0
65760,tt0896872,The Whistleblower,2010-09-13,6.6,157.0
10069,tt0441796,Stay Alive,2006-03-24,5.3,157.0
6968,tt0765432,The Baader Meinhof Complex,2008-09-24,7.1,157.0
378064,tt5323662,A Silent Voice,2016-09-17,8.1,157.0
218425,tt2414766,Frequencies,2013-09-27,6.6,156.0
10423,tt0106770,Dragon: The Bruce Lee Story,1993-05-07,6.8,156.0
12448,tt0257778,The Hunchback of Notre Dame II,2002-02-05,5.1,156.0
11020,tt0073540,Picnic at Hanging Rock,1975-09-02,7.1,156.0
47760,tt1498569,Restless,2011-09-16,6.3,156.0
14002,tt0103767,Baraka,1992-09-15,8.0,156.0
1826,tt0409184,Russian Dolls,2005-06-15,6.8,156.0
24169,tt1288637,Il cosmo sul comò,2008-12-19,5.0,156.0
10772,tt0060315,Django,1966-04-05,7.1,156.0
12309,tt0086927,Bachelor Party,1984-06-29,5.8,156.0
9910,tt0417217,Two for the Money,2005-10-07,5.9,156.0
270400,tt3365778,Breathe,2014-09-04,7.2,156.0
14533,tt0123865,Gia,1998-01-31,6.7,156.0
16353,tt0785035,Ong Bak 2,2008-12-04,5.9,156.0
9794,tt0424993,Employee of the Month,2006-10-06,5.4,156.0
199534,tt2004432,Wolf Creek 2,2013-08-30,5.9,156.0
13187,tt0059026,A Charlie Brown Christmas,1965-12-09,7.5,156.0
175291,tt2389182,Cheap Thrills,2013-03-08,6.3,156.0
21641,tt1226271,The Damned United,2009-03-27,7.2,156.0
320588,tt3766394,"Hello, My Name Is Doris",2015-11-27,6.5,156.0
18079,tt0247586,Nine Queens,2000-08-31,7.4,156.0
54518,tt1702443,Justin Bieber: Never Say Never,2011-02-11,4.8,156.0
12889,tt1054485,Futurama: The Beast with a Billion Backs,2008-06-24,6.9,156.0
13888,tt0102782,Return to the Blue Lagoon,1991-08-02,5.2,156.0
9989,tt0218817,Antitrust,2001-01-12,5.8,156.0
296065,tt2965466,Last Shift,2014-10-25,5.7,156.0
94363,tt1205558,Hick,2011-09-10,5.6,156.0
13225,tt0104254,FernGully: The Last Rainforest,1992-04-10,6.1,155.0
10569,tt0196216,Small Time Crooks,2000-05-19,6.4,155.0
86467,tt1440732,Bel Ami,2012-03-09,5.0,155.0
13672,tt1130988,JCVD,2008-06-04,6.6,155.0
10083,tt0093640,No Way Out,1987-08-14,6.9,155.0
10687,tt0170691,Tigerland,2000-09-22,6.7,155.0
1116,tt0460989,The Wind That Shakes the Barley,2006-06-23,7.1,155.0
9457,tt0118956,Deep Rising,1998-01-30,6.0,155.0
10985,tt0241760,The New Guy,2002-05-10,5.7,155.0
631,tt0018455,Sunrise: A Song of Two Humans,1927-09-23,7.9,155.0
14748,tt1078188,Boy A,2007-10-28,7.1,155.0
2617,tt0095253,The Great Outdoors,1988-06-17,6.4,155.0
12877,tt0419677,Dead Man's Shoes,2004-09-29,7.2,155.0
11092,tt0100404,Presumed Innocent,1990-07-26,6.6,155.0
15449,tt0259060,La Tour Montparnasse Infernale,2001-03-28,6.6,155.0
13519,tt0108941,The Stand,1994-01-01,6.7,155.0
10878,tt0239948,Saving Silverman,2001-02-09,5.4,155.0
8880,tt0374569,Che: Part Two,2009-01-24,6.7,155.0
269650,tt3638012,Appleseed Alpha,2014-05-28,6.4,154.0
287,tt0094812,Bull Durham,1988-06-15,6.6,154.0
317442,tt3717532,The Last: Naruto the Movie,2014-12-06,7.3,154.0
14248,tt0465502,Igor,2008-09-19,5.6,154.0
1600,tt0101765,The Double Life of Veronique,1991-05-15,7.3,154.0
9406,tt0118604,An American Werewolf in Paris,1997-12-25,5.3,154.0
11127,tt0844760,Starship Troopers 3: Marauder,2008-07-19,4.2,154.0
4520,tt0857265,Sleuth,2007-10-12,6.4,154.0
79697,tt1349451,Butter,2011-09-03,5.8,154.0
11293,tt0070510,Paper Moon,1973-05-09,7.8,154.0
11821,tt0101745,Doc Hollywood,1991-08-02,5.9,154.0
10134,tt0097138,Cyborg,1989-04-07,4.9,154.0
70577,tt1536410,Faces in the Crowd,2011-10-25,5.8,154.0
6916,tt0069697,"Watch Out, We're Mad",1974-03-29,7.3,154.0
10677,tt0338096,Dirty Dancing: Havana Nights,2004-02-27,6.0,154.0
13416,tt0390022,Friday Night Lights,2004-10-08,7.0,154.0
4723,tt0405336,Southland Tales,2006-05-15,5.2,154.0
10660,tt0110167,It Could Happen to You,1994-07-29,6.1,154.0
14844,tt0360139,Chasing Liberty,2004-01-09,6.1,154.0
302,tt0324133,Swimming Pool,2003-05-18,6.5,154.0
9682,tt0454919,Pulse,2006-08-11,5.0,154.0
9102,tt0114367,Screamers,1995-09-08,6.1,154.0
182415,tt2447934,"Bianca come il latte, rossa come il sangue",2013-04-02,6.3,153.0
11655,tt0104029,Cronos,1993-09-12,6.4,153.0
49953,tt1230204,A Turtle's Tale: Sammy's Adventures,2010-08-03,5.6,153.0
14047,tt0427309,The Great Debaters,2007-12-27,6.9,153.0
78698,tt1430615,Big Miracle,2012-02-02,6.6,153.0
234212,tt1841642,Demonic,2015-02-12,5.0,153.0
270343,tt3204144,Love at First Fight,2014-08-20,6.3,153.0
254201,tt3140100,The Absent One,2014-10-02,7.0,153.0
333674,tt4009278,Intruders,2016-01-15,5.7,153.0
383869,tt5115024,Back to Mom's,2016-06-01,5.6,153.0
10115,tt0430634,Stick It,2006-04-21,6.3,153.0
352208,tt4897822,Where to Invade Next,2015-12-23,7.3,153.0
12208,tt0061452,Casino Royale,1967-04-13,5.3,153.0
9070,tt0113820,Mighty Morphin Power Rangers: The Movie,1995-06-30,5.2,153.0
21484,tt0082933,Possession,1981-05-27,6.9,153.0
10894,tt0303361,May,2002-01-13,6.3,153.0
277839,tt4531694,"Good Guys Go to Heaven, Bad Guys Go to Pattaya",2016-02-24,5.3,153.0
375012,tt4273292,Under the Shadow,2016-10-07,6.7,153.0
11772,tt0057129,The Haunting,1963-09-18,7.2,153.0
10540,tt0082869,Outland,1981-05-22,6.2,153.0
9899,tt0395251,The Producers,2005-12-25,6.1,153.0
265228,tt3409392,Timbuktu,2014-12-10,6.9,152.0
10973,tt0046876,Creature from the Black Lagoon,1954-03-05,6.7,152.0
1441,tt0445946,The Contract,2006-04-05,5.5,152.0
13253,tt1054486,Futurama: Bender's Game,2008-11-03,6.9,152.0
11364,tt0102768,Regarding Henry,1991-07-10,6.6,152.0
30061,tt1494772,Justice League: Crisis on Two Earths,2010-02-23,7.1,152.0
4441,tt0424880,Candy,2006-02-15,7.0,152.0
3573,tt0116191,Emma,1996-08-02,6.7,152.0
11077,tt0100419,Problem Child,1990-07-27,5.5,152.0
16234,tt0233298,Batman Beyond: Return of the Joker,2000-12-12,7.5,152.0
10172,tt0422774,Are We Done Yet?,2007-04-04,5.1,152.0
13312,tt0856288,Inside,2007-06-13,6.7,152.0
11219,tt0048750,The Trouble with Harry,1955-10-03,6.9,152.0
22051,tt1185836,Adam,2009-07-29,6.9,152.0
315011,tt4262980,Shin Godzilla,2016-07-29,6.6,152.0
10478,tt0117918,Tin Cup,1996-08-16,5.9,152.0
993,tt0069281,Sleuth,1972-12-10,7.5,152.0
4012,tt0247199,The Believer,2001-01-19,6.8,152.0
11211,tt0490822,Bring It On: All or Nothing,2006-08-08,5.8,152.0
15080,tt0102587,Only Yesterday,1991-07-20,7.0,152.0
10787,tt0024184,The Invisible Man,1933-11-13,7.3,151.0
50204,tt1320239,Burke & Hare,2010-10-29,6.1,151.0
10021,tt0093936,The Secret of My Success,1987-04-10,6.2,151.0
10739,tt0313792,Anything Else,2003-08-27,6.2,151.0
77887,tt1850374,Hawaiian Vacation,2011-06-16,6.9,151.0
11780,tt0114287,Rob Roy,1995-04-13,6.5,151.0
13022,tt0479528,Rogue,2007-11-08,6.2,151.0
12914,tt0929629,Stargate: Continuum,2008-07-29,6.8,151.0
9423,tt0120458,Virus,1999-01-14,5.0,151.0
9343,tt0083946,Fitzcarraldo,1982-03-04,7.7,151.0
323027,tt4324302,Justice League: Gods and Monsters,2015-07-28,6.9,151.0
11165,tt0066473,Tora! Tora! Tora!,1970-01-26,6.9,150.0
2565,tt0099892,Joe Versus the Volcano,1990-03-09,5.5,150.0
271724,tt2891070,Hippocrates,2014-09-03,6.3,150.0
4909,tt0069947,The Day of the Jackal,1973-05-15,7.3,150.0
38579,tt1392197,Marmaduke,2010-06-04,5.0,150.0
35169,tt0492389,Furry Vengeance,2010-04-02,4.6,150.0
14013,tt0131857,BASEketball,1998-07-28,5.9,150.0
1977,tt1053859,The Grudge 3,2009-05-12,5.3,150.0
12994,tt0810988,The Nines,2007-01-21,6.1,150.0
70586,tt1748197,Setup,2011-11-04,4.7,150.0
11827,tt0082509,Heavy Metal,1981-08-07,6.3,150.0
10577,tt0219653,Dracula 2000,2000-12-22,4.6,150.0
13122,tt0105121,The People Under the Stairs,1991-11-01,6.4,150.0
276908,tt2965412,Comet,2014-12-05,6.8,150.0
27936,tt1149361,Micmacs,2009-10-28,6.8,150.0
43931,tt0872230,My Soul to Take,2010-10-08,5.2,150.0
9290,tt0231402,Crocodile Dundee in Los Angeles,2001-04-12,4.7,149.0
10118,tt0433412,Material Girls,2006-08-18,4.8,149.0
4203,tt0095675,Women on the Verge of a Nervous Breakdown,1988-03-14,7.6,149.0
434616,tt5598100,Patients,2017-03-01,7.4,149.0
8069,tt0062711,Barbarella,1968-10-10,5.7,149.0
9716,tt0116242,Everyone Says I Love You,1996-12-06,6.5,149.0
352492,tt4855748,XOXO,2016-08-26,6.0,149.0
127373,tt1932767,What Maisie Knew,2013-05-02,7.4,149.0
11879,tt0093605,Near Dark,1987-10-02,6.8,149.0
14444,tt0134067,The Rugrats Movie,1998-11-20,5.8,149.0
15764,tt0084707,Sophie's Choice,1982-12-08,7.4,149.0
329819,tt3791302,Standing Tall,2015-05-13,7.3,149.0
364067,tt4537842,A Very Murray Christmas,2015-12-04,5.2,149.0
1554,tt0090967,Down by Law,1986-05-01,7.2,149.0
373314,tt3658772,Misconduct,2016-02-05,5.3,149.0
89008,tt1313139,The Oranges,2011-09-09,5.3,149.0
33689,tt0113442,It Takes Two,1995-11-17,6.1,149.0
12117,tt0128278,Instinct,1999-06-04,6.3,149.0
10873,tt0189998,Shadow of the Vampire,2000-05-15,6.6,149.0
10829,tt0259685,Tremors 3: Back to Perfection,2001-10-02,5.4,149.0
56014,tt1680099,Men Vs Women,2010-10-27,5.5,149.0
546,tt0407265,Transamerica,2005-12-23,6.9,149.0
244688,tt3138104,The Hungover Games,2014-02-01,4.3,148.0
887,tt0036868,The Best Years of Our Lives,1946-12-25,7.6,148.0
84194,tt1984153,Excision,2012-09-12,5.9,148.0
8095,tt0056937,Cleopatra,1963-06-12,6.7,148.0
11167,tt0054167,Peeping Tom,1960-04-06,7.6,148.0
9785,tt0435670,The Invisible,2007-04-27,6.0,148.0
359412,tt3963816,Marauders,2016-07-01,5.9,148.0
13958,tt0923752,The King of Kong,2007-08-17,8.1,148.0
126319,tt1816518,Ernest & Celestine,2012-12-12,7.6,148.0
13925,tt0091455,Luxo Jr.,1986-08-17,7.1,148.0
10748,tt0964587,St. Trinian's,2007-12-21,5.6,148.0
9557,tt0285462,Boat Trip,2002-10-01,4.7,148.0
51991,tt1565958,Romantics Anonymous,2010-12-22,6.4,148.0
39285,tt1493842,Beauty & the Briefcase,2010-07-20,5.2,148.0
328595,tt3479316,Parallels,2015-03-01,6.2,148.0
12481,tt0067824,The Big Boss,1971-10-02,7.3,148.0
983,tt0073341,The Man Who Would Be King,1975-12-03,7.6,148.0
13193,tt0332375,Saved!,2004-01-21,6.3,148.0
10535,tt0117723,Spy Hard,1996-05-24,4.9,148.0
15255,tt0443676,Undisputed II: Last Man Standing,2006-04-11,6.8,148.0
9306,tt0116654,The Island of Dr. Moreau,1996-08-23,4.6,148.0
9317,tt0083109,Cabbage Soup,1981-12-02,6.3,147.0
9453,tt0080491,Caligula,1979-01-21,5.3,147.0
9815,tt0473360,Goal! II: Living the Dream,2007-02-09,5.8,147.0
9609,tt0105046,Of Mice and Men,1992-09-16,7.1,147.0
11509,tt0090022,Silverado,1985-07-10,7.1,147.0
16619,tt0081283,Ordinary People,1980-09-19,7.4,147.0
178682,tt2448374,The Wizards Return: Alex vs. Alex,2013-03-15,6.4,147.0
13160,tt0785007,Over Her Dead Body,2008-02-01,5.3,147.0
254578,tt2764784,Phoenix,2014-09-25,6.4,147.0
11896,tt0094142,Throw Momma from the Train,1987-12-11,6.0,147.0
12192,tt0964539,Pathology,2008-04-11,5.6,147.0
13249,tt0479537,Seraphim Falls,2006-09-13,6.4,147.0
11162,tt0379889,The Merchant of Venice,2004-09-03,6.7,147.0
10461,tt0208988,Get Carter,2000-10-06,4.8,147.0
200713,tt2853614,9 Month Stretch,2013-10-16,6.3,147.0
8851,tt0051418,The Blob,1958-09-12,6.2,147.0
10832,tt0465203,Them,2006-07-19,6.1,147.0
11559,tt0410764,Tideland,2005-09-09,6.3,147.0
1396,tt0072443,Mirror,1975-03-07,7.8,147.0
64639,tt0999913,Straw Dogs,2011-09-16,5.5,147.0
11234,tt0067525,The Omega Man,1971-08-01,6.0,147.0
334878,tt4466936,Blind Date,2015-05-06,6.3,147.0
10654,tt0079261,Hair,1979-03-14,7.3,146.0
10354,tt0139668,True Crime,1999-03-19,6.3,146.0
14043,tt0479500,Nancy Drew,2007-06-15,5.8,146.0
10007,tt0437179,See No Evil,2006-05-19,4.8,146.0
6404,tt0079641,Nosferatu the Vampyre,1979-04-11,7.5,146.0
218784,tt1817771,Freaks of Nature,2015-10-30,5.7,146.0
354251,tt4935334,Southbound,2015-09-17,6.1,146.0
455661,tt6969946,In a Heartbeat,2017-06-01,8.3,146.0
13258,tt0845046,Son of Rambow,2007-01-22,6.7,146.0
13509,tt0093560,The Monster Squad,1987-08-14,6.8,146.0
10860,tt0098384,Steel Magnolias,1989-11-15,7.1,146.0
13820,tt0087995,Repo Man,1984-02-20,6.7,146.0
35026,tt1235536,Lucky Luke,2009-10-21,4.7,146.0
300168,tt3672840,Dragon Blade,2015-02-19,5.9,146.0
50479,tt1614950,Avalon High,2010-11-12,5.8,146.0
15584,tt1152758,Dear Zachary: A Letter to a Son About His Father,2008-10-31,8.4,146.0
12085,tt0951216,Mad Money,2008-01-17,5.9,146.0
301348,tt2093991,Elvis & Nixon,2016-04-22,6.0,146.0
15655,tt0220099,The Tigger Movie,2000-02-11,6.3,146.0
1722,tt0238112,Captain Corelli's Mandolin,2001-08-17,5.6,146.0
11856,tt0099005,Air America,1990-08-10,5.3,146.0
